IDIV - 2022
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;6.831,31;;7.429,76;;7.244,54;6.665,47;6.747,85;7.131,25;;7.307,29;7.195,05
2;;6.759,36;6.711,25;;6.861,96;7.311,37;;6.799,32;7.137,36;;;7.244,43
3;6.279,86;6.791,53;6.760,31;;6.869,78;7.220,89;;6.804,03;;7.307,03;7.304,35;
4;6.255,82;6.745,66;6.714,42;7.387,69;6.980,05;;6.591,56;6.953,69;;7.246,15;7.400,67;
5;6.151,68;;;7.262,43;6.801,20;;6.553,46;7.008,53;7.176,66;7.273,33;;7.095,98
6;6.127,67;;;7.259,33;6.799,13;7.138,69;6.541,87;;7.043,56;7.301,11;;7.151,78
7;6.159,58;6.733,41;6.548,59;7.277,40;;7.099,23;6.650,39;;;7.265,02;7.242,98;7.135,79
8;;6.741,45;6.563,86;7.303,99;;7.026,16;6.625,57;7.091,33;7.035,90;;7.301,13;7.017,71
9;;6.710,47;6.809,13;;6.768,10;6.971,39;;7.150,27;7.156,96;;7.178,23;7.058,33
10;6.145,93;6.743,40;6.792,15;;6.734,84;6.866,87;;7.177,87;;7.260,34;6.931,30;
11;6.195,58;6.769,94;6.708,55;7.253,92;6.761,20;;6.498,46;7.167,53;;7.172,33;7.164,94;
12;6.280,84;;;7.220,46;6.835,02;;6.514,54;7.296,79;7.189,01;;;6.914,63
13;6.299,02;;;7.266,84;6.884,88;6.743,59;6.486,48;;7.043,33;7.142,94;;6.799,30
14;6.342,30;6.768,74;6.703,85;7.283,41;;6.748,08;6.432,11;;7.005,34;7.026,48;7.196,89;6.808,73
15;;6.832,25;6.704,95;;;6.820,50;6.475,27;7.319,23;6.990,45;;;6.805,35
16;;6.843,77;6.802,04;;6.975,66;;;7.328,73;6.968,05;;7.029,92;6.781,43
17;6.349,58;6.796,99;6.931,36;;7.076,97;6.711,60;;7.401,19;;7.118,69;6.960,21;
18;6.370,57;6.807,85;7.042,87;7.315,27;6.955,18;;6.486,08;7.348,61;;7.250,86;6.907,40;
19;6.465,16;;;7.199,84;7.031,49;;6.559,29;7.238,32;7.114,52;7.282,90;;6.838,40
20;6.499,74;;;7.227,54;7.119,30;6.739,47;6.563,92;;7.134,43;7.363,92;;6.981,07
21;6.500,53;6.710,67;7.125,39;;;6.723,19;6.608,04;;7.089,98;7.523,50;7.040,77;7.004,10
22;;6.746,33;7.199,15;7.101,65;;6.704,85;6.603,48;7.192,30;7.223,91;;7.032,14;7.034,28
23;;6.761,77;7.212,64;;7.239,71;6.612,45;;7.272,78;7.114,82;;7.033,10;7.122,79
24;6.466,38;6.650,36;7.313,36;;7.304,32;6.629,15;;7.246,39;;7.308,45;7.198,28;
25;6.608,11;6.666,73;7.356,82;7.158,21;7.288,37;;6.673,04;7.236,49;;7.230,38;7.060,61;
26;6.633,42;;;7.057,67;7.265,09;;6.640,80;7.169,86;6.922,08;7.090,48;;7.072,57
27;6.718,95;;;7.098,49;7.261,22;6.754,32;6.717,86;;6.862,12;7.207,53;;7.072,97
28;6.748,19;;7.311,53;7.102,44;;6.754,14;6.765,30;;6.839,41;7.180,71;7.047,47;7.165,88
29;;;7.341,92;6.952,93;;6.685,58;6.773,29;7.181,08;6.807,83;;7.202,23;7.153,76
30;;;7.322,59;;7.209,93;6.641,54;;7.087,91;6.935,06;;7.271,11;
31;6.825,00;;7.333,19;;7.249,37;;;7.062,20;;7.214,52;;
MÍNIMO;6.127,67;6.650,36;6.548,59;6.952,93;6.734,84;6.612,45;6.432,11;6.747,85;6.807,83;7.026,48;6.907,40;6.781,43
MÍNIMO;6.825,00;6.843,77;7.356,82;7.429,76;7.304,32;7.311,37;6.773,29;7.401,19;7.223,91;7.523,50;7.400,67;7.244,43
