IBLV - 2019
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;13.584,67;12.759,02;12.724,20;;;13.746,93;14.175,41;;14.524,40;14.820,83;
2;12.404,10;;;12.730,06;12.945,95;;13.727,74;14.254,15;14.126,72;14.173,05;;15.349,81
3;12.524,48;;;12.729,89;12.952,29;13.270,14;13.923,63;;13.989,24;14.233,73;;15.410,11
4;12.493,01;13.723,57;;12.939,82;;13.251,35;14.116,59;;14.152,63;14.338,02;14.924,10;15.606,63
5;;13.720,83;;13.090,70;;13.128,02;14.216,42;13.991,01;14.260,02;;14.958,04;15.702,90
6;;13.279,97;12.618,45;;12.847,35;13.187,00;;14.293,47;14.261,01;;15.030,89;15.742,91
7;12.441,36;13.310,45;12.610,54;;12.768,00;13.294,62;;14.490,89;;14.018,02;15.166,27;
8;12.482,62;13.369,92;12.844,52;13.046,67;12.797,79;;14.251,41;14.498,54;;13.975,95;14.944,22;
9;12.618,55;;;12.875,24;12.714,36;;;14.534,72;14.138,54;14.113,72;;15.732,06
10;12.668,01;;;12.796,61;12.693,32;13.262,50;14.511,98;;14.173,86;14.113,25;;15.727,57
11;12.742,60;13.255,79;13.043,33;12.645,72;;13.281,15;14.402,79;;14.378,20;14.391,55;15.041,01;15.823,99
12;;13.258,12;13.054,54;12.517,39;;13.270,70;14.228,41;14.274,95;14.467,36;;14.852,81;15.921,33
13;;13.172,56;13.256,72;;12.413,59;13.400,94;;14.442,88;14.346,17;;14.840,77;16.065,20
14;12.876,61;13.350,97;13.155,31;;12.459,82;13.323,58;;14.090,81;;14.486,79;15.042,31;
15;12.904,18;13.312,77;13.253,90;12.589,23;12.375,11;;14.172,14;13.926,89;;14.462,25;;
16;12.892,71;;;12.680,27;12.227,76;;14.112,59;14.098,42;14.300,81;14.648,70;;15.977,67
17;12.921,63;;;12.575,84;12.166,53;13.274,08;14.164,14;;14.458,27;14.618,13;;16.039,13
18;13.023,11;13.210,92;13.278,98;12.680,19;;13.470,54;14.202,83;;14.521,84;14.588,49;15.028,41;16.277,05
19;;13.402,67;13.161,93;;;13.574,78;14.055,84;14.017,48;14.614,05;;14.958,13;16.370,54
20;;13.195,06;12.966,07;;12.543,50;;;13.937,46;14.698,07;;;16.405,68
21;12.994,74;13.161,16;12.847,08;;12.839,15;13.725,88;;14.091,01;;14.699,25;15.128,62;
22;12.917,27;13.177,85;12.607,06;12.781,61;12.808,26;;14.102,14;13.926,81;;14.749,00;15.223,67;
23;13.121,16;;;12.912,69;12.772,97;;14.077,90;13.731,11;14.625,89;14.762,31;;16.525,89
24;13.257,89;;;12.857,81;12.605,33;13.769,86;14.100,36;;14.530,18;14.755,44;;
25;;13.143,32;12.581,76;13.056,49;;13.539,46;14.020,57;;14.558,60;14.661,41;15.176,75;
26;;13.135,80;12.690,75;13.041,33;;13.626,02;14.107,98;13.552,41;14.644,40;;14.999,80;16.758,03
27;;13.170,94;12.312,39;;12.703,07;13.731,15;;13.660,67;14.634,69;;15.050,73;16.724,26
28;13.432,57;12.896,60;12.630,63;;12.939,16;13.797,26;;13.785,19;;14.751,63;15.130,62;
29;13.385,39;;12.668,44;13.053,28;13.009,61;;14.267,85;13.991,29;;14.687,90;15.209,31;
30;13.465,30;;;13.035,34;13.138,83;;14.278,39;14.113,02;14.674,91;14.812,58;;16.692,01
31;13.475,96;;;;13.273,78;;14.171,80;;;14.727,59;;
MÍNIMO;12.404,10;12.896,60;12.312,39;12.517,39;12.166,53;13.128,02;13.727,74;13.552,41;13.989,24;13.975,95;14.820,83;15.349,81
MÍNIMO;13.475,96;13.723,57;13.278,98;13.090,70;13.273,78;13.797,26;14.511,98;14.534,72;14.698,07;14.812,58;15.223,67;16.758,03
