IDIV - 2009
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;1.633,99;;1.914,96;1.852,33;;1.984,86;2.130,02;;2.306,29
2;1.557,52;1.472,53;1.417,05;1.672,22;;1.904,80;1.841,19;;1.965,58;2.145,26;;2.334,73
3;;1.499,93;1.425,96;1.706,51;;1.853,98;1.838,78;1.978,62;1.969,90;;2.156,05;2.337,22
4;;1.498,30;1.473,35;;1.817,64;1.883,46;;1.981,31;1.993,79;;2.209,04;2.318,36
5;1.580,47;1.527,61;1.428,52;;1.804,60;1.891,17;;1.996,57;;2.184,33;2.224,55;
6;1.581,45;1.563,94;1.435,26;1.692,06;1.840,23;;1.828,79;1.994,54;;2.197,65;2.211,56;
7;1.548,94;;;1.669,78;1.800,40;;1.786,27;2.007,89;;2.183,09;;2.354,82
8;1.579,69;;;1.660,46;1.839,34;1.904,54;1.788,42;;2.026,96;2.207,98;;2.337,79
9;1.576,32;1.541,00;1.426,90;1.675,41;;1.889,74;;;2.041,50;2.225,34;2.268,08;2.357,98
10;;1.519,90;1.484,36;;;1.900,18;1.780,88;2.016,65;2.063,88;;2.270,43;2.378,39
11;;1.510,23;1.470,62;;1.829,87;;;1.994,38;2.057,07;;2.274,77;2.384,99
12;1.527,72;1.507,62;1.485,43;;1.806,95;1.911,28;;2.023,28;;;2.236,56;
13;1.531,27;1.532,95;1.479,24;1.683,89;1.760,19;;1.764,58;2.029,65;;2.238,35;2.271,73;
14;1.487,96;;;1.668,99;1.776,25;;1.739,87;2.013,75;2.076,64;2.284,01;;2.382,59
15;1.522,74;;;1.669,58;1.765,91;1.863,12;1.808,46;;2.098,56;2.296,66;;2.360,49
16;1.524,13;1.534,43;1.457,80;1.707,09;;1.829,73;1.827,35;;2.126,17;2.288,81;2.306,91;2.320,78
17;;1.492,60;1.486,45;1.715,74;;1.825,83;1.830,09;1.956,69;2.134,14;;2.315,60;2.298,80
18;;1.489,62;1.522,96;;1.835,71;1.818,13;;1.965,66;2.146,10;;2.295,98;2.261,45
19;1.506,77;1.497,37;1.533,78;;1.834,01;1.836,19;;1.962,63;;2.313,57;2.274,60;
20;1.463,25;1.483,71;1.519,38;1.672,45;1.829,89;;1.862,03;1.987,59;;2.242,50;;
21;1.497,79;;;;1.797,44;;1.874,92;2.017,39;2.147,02;2.252,70;;2.240,50
22;1.481,60;;;1.696,90;1.803,49;1.784,23;1.868,59;;2.151,09;2.263,71;;2.265,08
23;1.485,56;;1.590,65;1.717,68;;1.796,50;1.900,31;;2.121,89;2.249,80;2.276,11;2.257,11
24;;;1.551,86;1.722,40;;1.787,88;1.902,94;2.027,40;2.107,31;;2.282,39;
25;;1.479,37;1.567,95;;1.817,27;1.841,02;;2.020,45;2.113,97;;2.282,19;
26;1.502,20;1.475,00;1.604,02;;1.840,30;1.839,94;;2.025,03;;2.229,96;2.247,79;
27;1.497,91;1.484,80;1.590,72;1.693,35;1.835,47;;1.909,86;2.028,24;;2.194,92;2.278,17;
28;1.521,60;;;1.708,59;1.870,36;;1.918,68;2.030,68;2.138,39;2.111,10;;2.269,56
29;1.503,79;;;1.752,05;1.885,16;1.854,95;1.907,13;;2.137,12;2.196,55;;2.280,45
30;1.494,09;;1.555,13;1.738,28;;1.837,03;1.935,09;;2.156,21;2.145,45;2.265,52;2.313,04
31;;;1.593,65;;;;1.947,82;2.007,75;;;;
MÍNIMO;1.463,25;1.472,53;1.417,05;1.633,99;1.760,19;1.784,23;1.739,87;1.956,69;1.965,58;2.111,10;2.156,05;2.240,50
MÍNIMO;1.581,45;1.563,94;1.604,02;1.752,05;1.885,16;1.914,96;1.947,82;2.030,68;2.156,21;2.313,57;2.315,60;2.384,99
