IDIV - 2016
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.856,15;2.057,64;2.421,40;;2.380,78;2.552,63;2.849,23;2.964,12;;3.274,75;3.130,35
2;;1.761,29;2.116,08;;2.661,70;2.406,62;;2.822,55;3.035,81;;;3.202,66
3;;1.802,49;2.241,67;;2.572,82;2.453,03;;2.880,91;;2.970,86;3.193,63;
4;1.966,85;1.876,37;2.326,09;2.329,82;2.574,53;;2.576,99;2.913,37;;2.952,53;3.208,02;
5;1.963,38;1.887,32;;2.340,54;2.534,09;;2.539,72;2.914,53;3.020,89;2.984,98;;3.198,41
6;1.914,50;;;2.301,27;2.540,01;2.450,20;2.532,24;;3.055,85;2.998,42;;3.243,19
7;1.848,37;;2.369,68;2.314,06;;2.445,19;2.528,44;;;3.036,45;3.348,92;3.293,04
8;1.827,84;;2.322,69;2.430,26;;2.485,89;2.591,35;2.897,90;3.029,48;;3.363,05;3.246,21
9;;;2.301,72;;2.495,28;2.465,98;;2.897,20;2.900,45;;3.316,10;3.245,64
10;;1.875,66;2.313,52;;2.585,86;2.384,22;;2.855,07;;3.060,74;3.237,34;
11;1.806,55;1.821,21;2.343,89;2.467,94;2.568,19;;2.649,73;2.928,61;;3.032,80;3.096,71;
12;1.780,13;1.836,79;;2.582,84;2.575,33;;2.648,09;2.920,68;2.932,75;;;3.170,19
13;1.751,89;;;2.654,82;2.513,75;2.400,55;2.666,59;;2.840,61;3.037,32;;3.157,08
14;1.787,37;;2.294,12;2.582,69;;2.348,07;2.709,09;;2.843,92;3.077,65;3.150,36;3.113,65
15;1.747,97;1.855,16;2.182,48;2.633,81;;2.362,75;2.719,27;2.969,29;2.884,59;;;3.152,70
16;;1.914,39;2.266,13;;2.487,04;2.387,23;;2.955,59;2.844,95;;3.179,69;3.139,63
17;;1.945,45;2.403,55;;2.442,89;2.380,31;;2.970,38;;3.141,10;3.129,00;
18;1.718,35;1.941,92;2.395,17;2.625,91;2.426,88;;2.767,58;2.972,87;;3.195,09;3.142,90;
19;1.712,63;1.945,89;;2.696,80;2.416,41;;2.776,13;2.982,11;2.864,81;3.169,70;;3.069,16
20;1.699,03;;;2.732,53;2.394,29;2.432,04;2.788,18;;2.886,84;3.203,44;;3.093,24
21;1.698,37;;2.422,08;;;2.434,14;2.797,11;;2.935,07;3.223,82;3.237,48;3.102,82
22;1.720,75;2.030,30;2.429,66;2.654,05;;2.429,56;2.803,42;2.905,83;2.972,30;;3.294,25;3.075,21
23;;1.988,33;2.345,63;;2.379,51;2.505,44;;2.922,52;2.955,21;;3.272,78;3.114,19
24;;1.937,89;2.369,70;;2.369,86;2.422,20;;2.910,33;;3.230,87;3.234,68;
25;;1.936,88;;2.566,34;2.383,73;;2.807,16;2.919,89;;3.248,15;3.261,55;
26;1.698,92;1.925,25;;2.626,86;;;2.823,32;2.920,54;2.920,83;3.259,92;;3.148,33
27;1.752,66;;;2.690,39;2.371,15;2.394,49;2.845,07;;2.944,15;3.302,04;;3.159,98
28;1.765,01;;2.423,37;2.682,75;;2.456,75;2.835,53;;2.994,11;3.302,20;3.358,85;3.226,05
29;1.832,02;1.981,97;2.439,19;2.685,29;;2.511,73;2.873,81;2.973,83;2.936,23;;3.265,41;3.250,54
30;;;2.449,84;;2.370,46;2.549,50;;2.967,73;2.919,78;;3.279,99;
31;;;2.389,00;;2.367,54;;;2.927,28;;3.353,51;;
MÍNIMO;1.698,37;1.761,29;2.057,64;2.301,27;2.367,54;2.348,07;2.528,44;2.822,55;2.840,61;2.952,53;3.096,71;3.069,16
MÍNIMO;1.966,85;2.030,30;2.449,84;2.732,53;2.661,70;2.549,50;2.873,81;2.982,11;3.055,85;3.353,51;3.363,05;3.293,04
