IBLV - 2022
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;16.347,81;;18.210,81;;17.443,29;16.072,16;16.611,40;17.187,31;;18.156,23;16.916,43
2;;16.187,18;16.488,29;;16.832,67;17.618,61;;16.698,49;17.264,17;;;16.991,13
3;15.404,40;16.281,52;16.494,13;;16.811,04;17.409,01;;16.697,65;;17.676,12;18.242,41;
4;15.408,08;16.214,48;16.387,55;18.127,15;17.069,94;;15.861,70;16.972,63;;17.459,05;18.324,53;
5;15.107,86;;;17.952,26;16.684,16;;15.804,17;17.037,34;17.376,35;17.413,85;;16.608,54
6;15.041,42;;;17.926,05;16.626,18;17.290,17;15.908,41;;17.212,13;17.342,10;;16.716,40
7;14.971,82;16.171,51;16.063,80;17.887,91;;17.176,30;16.139,68;;;17.184,51;18.010,99;16.764,71
8;;16.184,13;16.089,18;17.918,03;;17.004,22;16.124,93;17.192,65;17.154,27;;18.074,43;16.416,49
9;;16.244,58;16.642,29;;16.625,74;16.833,47;;17.271,79;17.326,62;;17.817,15;16.399,52
10;14.974,40;16.248,30;16.509,12;;16.515,59;16.619,45;;17.451,06;;17.234,09;17.200,60;
11;15.107,78;16.263,57;16.366,06;17.839,60;16.500,14;;15.929,63;17.330,18;;17.098,98;17.469,22;
12;15.296,84;;;17.766,17;16.734,03;;15.931,80;17.570,69;17.404,29;;;16.184,27
13;15.304,94;;;17.796,89;16.911,35;16.320,00;15.843,65;;17.099,24;16.986,93;;15.793,33
14;15.448,82;16.339,47;16.413,65;17.843,66;;16.205,44;15.894,71;;17.097,79;16.802,78;17.493,41;15.891,10
15;;16.499,69;16.402,43;;;16.382,50;15.980,70;17.564,78;16.963,40;;;15.888,19
16;;16.506,08;16.657,85;;16.976,72;;;17.594,79;16.878,84;;17.012,02;15.849,96
17;15.431,63;16.499,93;16.999,71;;17.225,94;16.176,86;;17.792,31;;17.077,43;16.854,75;
18;15.480,99;16.454,26;17.284,43;17.866,99;16.909,61;;15.915,62;17.718,62;;17.379,29;16.843,93;
19;15.676,91;;;17.578,80;16.969,40;;16.048,11;17.576,71;17.142,64;17.470,12;;16.102,78
20;15.711,79;;;17.623,52;17.166,35;16.216,68;16.036,66;;17.298,10;17.558,05;;16.373,65
21;15.715,22;16.296,23;17.377,67;;;16.165,79;16.103,04;;17.230,14;17.849,42;17.196,71;16.378,32
22;;16.490,78;17.644,68;17.442,17;;16.133,36;16.145,31;17.462,79;17.519,68;;17.053,03;16.524,84
23;;16.407,50;17.582,85;;17.387,16;15.951,92;;17.523,64;17.396,96;;16.972,31;16.718,19
24;15.622,58;16.362,59;17.856,54;;17.606,17;15.969,17;;17.468,65;;17.676,59;17.392,60;
25;15.893,27;16.448,69;17.881,79;17.552,38;17.563,33;;16.274,96;17.441,98;;17.419,47;16.972,97;
26;15.889,82;;;17.311,42;17.562,32;;16.216,74;17.242,66;16.972,54;17.096,26;;16.471,82
27;16.179,56;;;17.399,67;17.500,88;16.139,22;16.472,52;;16.740,54;17.566,38;;16.387,74
28;16.195,41;;17.838,52;17.316,03;;16.125,48;16.576,83;;16.684,58;17.753,39;16.932,95;16.677,64
29;;;17.894,22;16.965,39;;15.969,00;16.682,40;17.275,20;16.556,96;;16.956,03;16.687,27
30;;;17.913,51;;17.366,41;15.991,23;;17.159,74;16.750,12;;17.011,65;
31;16.394,37;;17.968,75;;17.480,34;;;17.049,65;;18.102,11;;
MÍNIMO;14.971,82;16.171,51;16.063,80;16.965,39;16.500,14;15.951,92;15.804,17;16.611,40;16.556,96;16.802,78;16.843,93;15.793,33
MÍNIMO;16.394,37;16.506,08;17.968,75;18.210,81;17.606,17;17.618,61;16.682,40;17.792,31;17.519,68;18.102,11;18.324,53;16.991,13
